name,type,sponsoring_org,dates,iana_url
.guge,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2015-02-19.",https://www.iana.org/domains/root/db/guge.html
.guide,generic,"Snow Moon, LLC","Record last updated 2015-06-29.Registration date 2014-05-08.",https://www.iana.org/domains/root/db/guide.html
.guitars,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/guitars.html
.guru,generic,"Pioneer Cypress, LLC","Record last updated 2015-06-29.Registration date 2013-10-31.",https://www.iana.org/domains/root/db/guru.html
.gw,country-code,Autoridade Reguladora Nacional - Tecnologias de Informação e Comunicação da Guiné-Bissau,"Record last updated 2015-06-18.Registration date 1997-02-04.",https://www.iana.org/domains/root/db/gw.html
.gy,country-code,University of Guyana,"Record last updated 2011-11-03.Registration date 1994-09-13.",https://www.iana.org/domains/root/db/gy.html
.hamburg,generic,Hamburg Top-Level-Domain GmbH,"Record last updated 2016-01-21.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/hamburg.html
.hangout,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2015-01-08.",https://www.iana.org/domains/root/db/hangout.html
.haus,generic,"United TLD Holdco, LTD.","Record last updated 2015-06-14.Registration date 2014-03-26.",https://www.iana.org/domains/root/db/haus.html
.hbo,generic,"HBO Registry Services, Inc.","Record last updated 2016-08-14.Registration date 2016-07-08.",https://www.iana.org/domains/root/db/hbo.html
.hdfc,generic,HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED,"Record last updated 2016-08-17.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/hdfc.html
.hdfcbank,generic,HDFC Bank Limited,"Record last updated 2016-02-11.Registration date 2016-02-05.",https://www.iana.org/domains/root/db/hdfcbank.html
.health,generic,"DotHealth, LLC","Record last updated 2016-01-26.Registration date 2015-09-17.",https://www.iana.org/domains/root/db/health.html
.healthcare,generic,"Silver Glen, LLC","Record last updated 2015-06-29.Registration date 2014-07-24.",https://www.iana.org/domains/root/db/healthcare.html
.help,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-08-15.",https://www.iana.org/domains/root/db/help.html
.helsinki,generic,City of Helsinki,"Record last updated 2016-03-15.Registration date 2015-12-10.",https://www.iana.org/domains/root/db/helsinki.html
.here,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-06-12.",https://www.iana.org/domains/root/db/here.html
.hermes,generic,Hermes International,"Record last updated 2015-01-27.Registration date 2014-10-30.",https://www.iana.org/domains/root/db/hermes.html
.hgtv,generic,"Lifestyle Domain Holdings, Inc.","Record last updated 2016-06-23.Registration date 2016-05-05.",https://www.iana.org/domains/root/db/hgtv.html
.hiphop,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-05-08.",https://www.iana.org/domains/root/db/hiphop.html
.hisamitsu,generic,"Hisamitsu Pharmaceutical Co.,Inc.","Record last updated 2016-06-02.Registration date 2016-05-13.",https://www.iana.org/domains/root/db/hisamitsu.html
.hitachi,generic,"Hitachi, Ltd.","Record last updated 2016-07-28.Registration date 2015-04-23.",https://www.iana.org/domains/root/db/hitachi.html
.hiv,generic,"Uniregistry, Corp.","Record last updated 2016-02-24.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/hiv.html
.hk,country-code,Hong Kong Internet Registration Corporation Ltd.,"Record last updated 2016-03-02.Registration date 1990-01-03.",https://www.iana.org/domains/root/db/hk.html
.hkt,generic,PCCW-HKT DataCom Services Limited,"Record last updated 2016-05-12.Registration date 2016-04-15.",https://www.iana.org/domains/root/db/hkt.html
.hm,country-code,HM Domain Registry,"Record last updated 2015-07-24.Registration date 1997-07-24.",https://www.iana.org/domains/root/db/hm.html
.hn,country-code,Red de Desarrollo Sostenible Honduras,"Record last updated 2013-06-19.Registration date 1993-04-16.",https://www.iana.org/domains/root/db/hn.html
.hockey,generic,"Half Willow, LLC","Record last updated 2015-06-29.Registration date 2015-04-30.",https://www.iana.org/domains/root/db/hockey.html
.holdings,generic,"John Madison, LLC","Record last updated 2015-06-29.Registration date 2013-10-31.",https://www.iana.org/domains/root/db/holdings.html
.holiday,generic,"Goose Woods, LLC","Record last updated 2015-06-29.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/holiday.html
.homedepot,generic,"Homer TLC, Inc.","Record last updated 2015-06-04.Registration date 2015-05-29.",https://www.iana.org/domains/root/db/homedepot.html
.homegoods,generic,"The TJX Companies, Inc.","Record last updated 2016-07-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/homegoods.html
.homes,generic,"DERHomes, LLC","Record last updated 2015-03-13.Registration date 2014-05-01.",https://www.iana.org/domains/root/db/homes.html
.homesense,generic,"The TJX Companies, Inc.","Record last updated 2016-07-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/homesense.html
.honda,generic,"Honda Motor Co., Ltd.","Record last updated 2016-03-11.Registration date 2015-03-06.",https://www.iana.org/domains/root/db/honda.html
.honeywell,generic,Honeywell GTLD LLC,"Record last updated 2016-07-26.Registration date 2016-06-03.",https://www.iana.org/domains/root/db/honeywell.html
.horse,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-02-28.",https://www.iana.org/domains/root/db/horse.html
.host,generic,DotHost Inc.,"Record last updated 2015-07-20.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/host.html
.hosting,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-08-15.",https://www.iana.org/domains/root/db/hosting.html
.hot,generic,"Amazon Registry Services, Inc.","Record last updated 2016-08-10.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/hot.html
.hoteles,generic,Travel Reservations SRL,"Record last updated 2016-06-14.Registration date 2015-05-14.",https://www.iana.org/domains/root/db/hoteles.html
.hotmail,generic,Microsoft Corporation,"Record last updated 2016-02-27.Registration date 2015-04-30.",https://www.iana.org/domains/root/db/hotmail.html
.house,generic,"Sugar Park, LLC","Record last updated 2015-06-29.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/house.html
.how,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-06-12.",https://www.iana.org/domains/root/db/how.html
.hr,country-code,CARNet - Croatian Academic and Research Network,"Record last updated 2015-01-25.Registration date 1993-02-27.",https://www.iana.org/domains/root/db/hr.html
.hsbc,generic,HSBC Holdings PLC,"Record last updated 2016-03-03.Registration date 2015-01-15.",https://www.iana.org/domains/root/db/hsbc.html
.ht,country-code,Consortium FDS/RDDH,"Record last updated 2013-02-08.Registration date 1997-03-06.",https://www.iana.org/domains/root/db/ht.html
.htc,generic,HTC corporation,"Record last updated 2016-04-04.Registration date 2016-03-03.",https://www.iana.org/domains/root/db/htc.html
.hu,country-code,Council of Hungarian Internet Providers (CHIP),"Record last updated 2015-07-30.Registration date 1990-11-07.",https://www.iana.org/domains/root/db/hu.html
.hughes,generic,Hughes Satellite Systems Corporation,"Record last updated 2016-08-10.Registration date 2016-08-04.",https://www.iana.org/domains/root/db/hughes.html
.hyatt,generic,"Hyatt GTLD, L.L.C.","Record last updated 2016-07-28.Registration date 2016-07-22.",https://www.iana.org/domains/root/db/hyatt.html
.hyundai,generic,Hyundai Motor Company,"Record last updated 2016-05-06.Registration date 2015-09-17.",https://www.iana.org/domains/root/db/hyundai.html
.ibm,generic,International Business Machines Corporation,"Record last updated 2014-10-01.Registration date 2014-09-25.",https://www.iana.org/domains/root/db/ibm.html
.icbc,generic,Industrial and Commercial Bank of China Limited,"Record last updated 2015-05-13.Registration date 2015-04-09.",https://www.iana.org/domains/root/db/icbc.html
.ice,generic,"IntercontinentalExchange, Inc.","Record last updated 2016-02-27.Registration date 2015-07-09.",https://www.iana.org/domains/root/db/ice.html
.icu,generic,One.com A/S,"Record last updated 2015-05-02.Registration date 2015-03-06.",https://www.iana.org/domains/root/db/icu.html
.id,country-code,Perkumpulan Pengelola Nama Domain Internet Indonesia (PANDI),"Record last updated 2015-05-01.Registration date 1993-02-27.",https://www.iana.org/domains/root/db/id.html
.ie,country-code,"University College Dublin
Computing Services
Computer Centre","Record last updated 2014-12-15.Registration date 1988-01-27.",https://www.iana.org/domains/root/db/ie.html
.ieee,generic,IEEE Global LLC,"Record last updated 2016-07-21.Registration date 2016-06-09.",https://www.iana.org/domains/root/db/ieee.html
.ifm,generic,ifm electronic gmbh,"Record last updated 2015-01-25.Registration date 2015-01-15.",https://www.iana.org/domains/root/db/ifm.html
.iinet,generic,Connect West Pty. Ltd.,"Record last updated 2015-07-09.Registration date 2014-08-18.",https://www.iana.org/domains/root/db/iinet.html
.ikano,generic,Ikano S.A.,"Record last updated 2016-07-02.Registration date 2016-06-03.",https://www.iana.org/domains/root/db/ikano.html
.il,country-code,Internet Society of Israel,"Record last updated 2016-07-21.Registration date 1985-10-24.",https://www.iana.org/domains/root/db/il.html
.im,country-code,Isle of Man Government,"Record last updated 2010-01-07.Registration date 1996-09-11.",https://www.iana.org/domains/root/db/im.html
.imamat,generic,Fondation Aga Khan (Aga Khan Foundation),"Record last updated 2016-04-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/imamat.html
.imdb,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2016-05-19.",https://www.iana.org/domains/root/db/imdb.html
.immo,generic,"Auburn Bloom, LLC","Record last updated 2015-06-29.Registration date 2014-08-22.",https://www.iana.org/domains/root/db/immo.html
.immobilien,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/immobilien.html
.in,country-code,National Internet Exchange of India,"Record last updated 2016-08-13.Registration date 1989-05-08.",https://www.iana.org/domains/root/db/in.html
.industries,generic,"Outer House, LLC","Record last updated 2015-06-29.Registration date 2014-02-13.",https://www.iana.org/domains/root/db/industries.html
.infiniti,generic,"NISSAN MOTOR CO., LTD.","Record last updated 2015-10-14.Registration date 2014-07-10.",https://www.iana.org/domains/root/db/infiniti.html
.info,generic,Afilias Limited,"Record last updated 2015-09-09.Registration date 2001-06-26.",https://www.iana.org/domains/root/db/info.html
.ing,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-06-12.",https://www.iana.org/domains/root/db/ing.html
.ink,generic,"Top Level Design, LLC","Record last updated 2015-10-16.Registration date 2014-02-27.",https://www.iana.org/domains/root/db/ink.html
.institute,generic,"Outer Maple, LLC","Record last updated 2015-06-29.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/institute.html
.insurance,generic,fTLD Registry Services LLC,"Record last updated 2016-02-21.Registration date 2015-11-06.",https://www.iana.org/domains/root/db/insurance.html
.insure,generic,"Pioneer Willow, LLC","Record last updated 2015-06-29.Registration date 2014-04-24.",https://www.iana.org/domains/root/db/insure.html
.int,sponsored,Internet Assigned Numbers Authority,"Record last updated 2012-10-10.Registration date 1988-11-03.",https://www.iana.org/domains/root/db/int.html
.intel,generic,Intel Corporation,"Record last updated 2016-07-28.Registration date 2016-04-21.",https://www.iana.org/domains/root/db/intel.html
.international,generic,"Wild Way, LLC","Record last updated 2015-06-29.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/international.html
.intuit,generic,"Intuit Administrative Services, Inc.","Record last updated 2016-07-12.Registration date 2016-06-09.",https://www.iana.org/domains/root/db/intuit.html
.investments,generic,"Holly Glen, LLC","Record last updated 2015-06-29.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/investments.html
.io,country-code,"IO Top Level Domain Registry
Cable and Wireless","Record last updated 2016-02-26.Registration date 1997-09-16.",https://www.iana.org/domains/root/db/io.html
.ipiranga,generic,Ipiranga Produtos de Petroleo S.A.,"Record last updated 2015-07-26.Registration date 2015-04-02.",https://www.iana.org/domains/root/db/ipiranga.html
.iq,country-code,Communications and Media Commission (CMC),"Record last updated 2015-02-05.Registration date 1997-05-09.",https://www.iana.org/domains/root/db/iq.html
.ir,country-code,Institute for Research in Fundamental Sciences,"Record last updated 2015-03-24.Registration date 1994-04-06.",https://www.iana.org/domains/root/db/ir.html
.irish,generic,Dot-Irish LLC,"Record last updated 2015-12-23.Registration date 2014-11-06.",https://www.iana.org/domains/root/db/irish.html
.is,country-code,ISNIC - Internet Iceland ltd.,"Record last updated 2016-06-01.Registration date 1987-11-18.",https://www.iana.org/domains/root/db/is.html
.iselect,generic,iSelect Ltd,"Record last updated 2016-01-15.Registration date 2015-11-20.",https://www.iana.org/domains/root/db/iselect.html
.ismaili,generic,Fondation Aga Khan (Aga Khan Foundation),"Record last updated 2016-04-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/ismaili.html
.ist,generic,Istanbul Metropolitan Municipality,"Record last updated 2015-08-31.Registration date 2015-05-29.",https://www.iana.org/domains/root/db/ist.html
.istanbul,generic,Istanbul Metropolitan Municipality,"Record last updated 2015-11-24.Registration date 2015-05-29.",https://www.iana.org/domains/root/db/istanbul.html
