name,type,sponsoring_org,iana_url
.poker,generic,Afilias Domains No. 5 Limited,https://www.iana.org/domains/root/db/poker.html
.politie,generic,Politie Nederland,https://www.iana.org/domains/root/db/politie.html
.porn,generic,ICM Registry PN LLC,https://www.iana.org/domains/root/db/porn.html
.post,sponsored,Universal Postal Union,https://www.iana.org/domains/root/db/post.html
.pr,country-code,Gauss Research Laboratory Inc.,https://www.iana.org/domains/root/db/pr.html
.pramerica,generic,"Prudential Financial, Inc.",https://www.iana.org/domains/root/db/pramerica.html
.praxi,generic,Praxi S.p.A.,https://www.iana.org/domains/root/db/praxi.html
.press,generic,DotPress Inc.,https://www.iana.org/domains/root/db/press.html
.prime,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/prime.html
.pro,generic-restricted,"Registry Services Corporation
dba RegistryPro",https://www.iana.org/domains/root/db/pro.html
.prod,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/prod.html
.productions,generic,"Magic Birch, LLC",https://www.iana.org/domains/root/db/productions.html
.prof,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/prof.html
.progressive,generic,Progressive Casualty Insurance Company,https://www.iana.org/domains/root/db/progressive.html
.promo,generic,Afilias plc,https://www.iana.org/domains/root/db/promo.html
.properties,generic,"Big Pass, LLC",https://www.iana.org/domains/root/db/properties.html
.property,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/property.html
.protection,generic,XYZ.COM LLC,https://www.iana.org/domains/root/db/protection.html
.pru,generic,"Prudential Financial, Inc.",https://www.iana.org/domains/root/db/pru.html
.prudential,generic,"Prudential Financial, Inc.",https://www.iana.org/domains/root/db/prudential.html
.ps,country-code,"Ministry Of Telecommunications &
Information Technology,
Government Computer Center.",https://www.iana.org/domains/root/db/ps.html
.pt,country-code,Associação DNS.PT,https://www.iana.org/domains/root/db/pt.html
.pub,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/pub.html
.pw,country-code,Micronesia Investment and Development Corporation,https://www.iana.org/domains/root/db/pw.html
.pwc,generic,PricewaterhouseCoopers LLP,https://www.iana.org/domains/root/db/pwc.html
.py,country-code,NIC-PY,https://www.iana.org/domains/root/db/py.html
.qa,country-code,Communications Regulatory Authority,https://www.iana.org/domains/root/db/qa.html
.qpon,generic,"dotCOOL, Inc.",https://www.iana.org/domains/root/db/qpon.html
.quebec,generic,PointQuébec Inc,https://www.iana.org/domains/root/db/quebec.html
.quest,generic,Quest ION Limited,https://www.iana.org/domains/root/db/quest.html
.qvc,generic,"QVC, Inc.",https://www.iana.org/domains/root/db/qvc.html
.racing,generic,Premier Registry Limited,https://www.iana.org/domains/root/db/racing.html
.raid,generic,"Johnson Shareholdings, Inc.",https://www.iana.org/domains/root/db/raid.html
.re,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://www.iana.org/domains/root/db/re.html
.read,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/read.html
.realestate,generic,dotRealEstate LLC,https://www.iana.org/domains/root/db/realestate.html
.realtor,generic,Real Estate Domains LLC,https://www.iana.org/domains/root/db/realtor.html
.realty,generic,"Fegistry, LLC",https://www.iana.org/domains/root/db/realty.html
.recipes,generic,"Grand Island, LLC",https://www.iana.org/domains/root/db/recipes.html
.red,generic,Afilias Limited,https://www.iana.org/domains/root/db/red.html
.redstone,generic,"Redstone Haute Couture Co., Ltd.",https://www.iana.org/domains/root/db/redstone.html
.redumbrella,generic,"Travelers TLD, LLC",https://www.iana.org/domains/root/db/redumbrella.html
.rehab,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/rehab.html
.reise,generic,"Foggy Way, LLC",https://www.iana.org/domains/root/db/reise.html
.reisen,generic,"New Cypress, LLC",https://www.iana.org/domains/root/db/reisen.html
.reit,generic,"National Association of Real Estate Investment Trusts, Inc.",https://www.iana.org/domains/root/db/reit.html
.ren,generic,"Beijing Qianxiang Wangjing Technology Development Co., Ltd.",https://www.iana.org/domains/root/db/ren.html
.rent,generic,XYZ.COM LLC,https://www.iana.org/domains/root/db/rent.html
.rentals,generic,"Big Hollow,LLC",https://www.iana.org/domains/root/db/rentals.html
.repair,generic,"Lone Sunset, LLC",https://www.iana.org/domains/root/db/repair.html
.report,generic,"Binky Glen, LLC",https://www.iana.org/domains/root/db/report.html
.republican,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/republican.html
.rest,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,https://www.iana.org/domains/root/db/rest.html
.restaurant,generic,"Snow Avenue, LLC",https://www.iana.org/domains/root/db/restaurant.html
.review,generic,dot Review Limited,https://www.iana.org/domains/root/db/review.html
.reviews,generic,"United TLD Holdco, Ltd.",https://www.iana.org/domains/root/db/reviews.html
.rexroth,generic,Robert Bosch GMBH,https://www.iana.org/domains/root/db/rexroth.html
.rich,generic,"I-REGISTRY Ltd., Niederlassung Deutschland",https://www.iana.org/domains/root/db/rich.html
.richardli,generic,Pacific Century Asset Management (HK) Limited,https://www.iana.org/domains/root/db/richardli.html
.ricoh,generic,"Ricoh Company, Ltd.",https://www.iana.org/domains/root/db/ricoh.html
.rightathome,generic,"Johnson Shareholdings, Inc.",https://www.iana.org/domains/root/db/rightathome.html
.rio,generic,Empresa Municipal de Informática SA - IPLANRIO,https://www.iana.org/domains/root/db/rio.html
.rip,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/rip.html
.ro,country-code,National Institute for R&D in Informatics,https://www.iana.org/domains/root/db/ro.html
.rocher,generic,Ferrero Trading Lux S.A.,https://www.iana.org/domains/root/db/rocher.html
.rocks,generic,"United TLD Holdco, LTD.",https://www.iana.org/domains/root/db/rocks.html
.rodeo,generic,Top Level Domain Holdings Limited,https://www.iana.org/domains/root/db/rodeo.html
.room,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/room.html
.rs,country-code,Serbian National Internet Domain Registry (RNIDS),https://www.iana.org/domains/root/db/rs.html
.rsvp,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/rsvp.html
.ru,country-code,Coordination Center for TLD RU,https://www.iana.org/domains/root/db/ru.html
.ruhr,generic,regiodot GmbH & Co. KG,https://www.iana.org/domains/root/db/ruhr.html
.run,generic,"Snow Park, LLC",https://www.iana.org/domains/root/db/run.html
.rw,country-code,Rwanda Information Communication and Technology Association (RICTA),https://www.iana.org/domains/root/db/rw.html
.rwe,generic,RWE AG,https://www.iana.org/domains/root/db/rwe.html
.ryukyu,generic,"BRregistry, Inc.",https://www.iana.org/domains/root/db/ryukyu.html
.sa,country-code,Communications and Information Technology Commission,https://www.iana.org/domains/root/db/sa.html
.saarland,generic,dotSaarland GmbH,https://www.iana.org/domains/root/db/saarland.html
.safe,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/safe.html
.safety,generic,"Safety Registry Services, LLC.",https://www.iana.org/domains/root/db/safety.html
.sakura,generic,SAKURA Internet Inc.,https://www.iana.org/domains/root/db/sakura.html
.sale,generic,"United TLD Holdco, Ltd",https://www.iana.org/domains/root/db/sale.html
.salon,generic,"Outer Orchard, LLC",https://www.iana.org/domains/root/db/salon.html
.samsclub,generic,"Wal-Mart Stores, Inc.",https://www.iana.org/domains/root/db/samsclub.html
.samsung,generic,"SAMSUNG SDS CO., LTD",https://www.iana.org/domains/root/db/samsung.html
.sandvik,generic,Sandvik AB,https://www.iana.org/domains/root/db/sandvik.html
.sandvikcoromant,generic,Sandvik AB,https://www.iana.org/domains/root/db/sandvikcoromant.html
.sanofi,generic,Sanofi,https://www.iana.org/domains/root/db/sanofi.html
.sap,generic,SAP AG,https://www.iana.org/domains/root/db/sap.html
.sapo,generic,PT Comunicacoes S.A.,https://www.iana.org/domains/root/db/sapo.html
.sarl,generic,"Delta Orchard, LLC",https://www.iana.org/domains/root/db/sarl.html
.sas,generic,Research IP LLC,https://www.iana.org/domains/root/db/sas.html
.save,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/save.html
.saxo,generic,Saxo Bank A/S,https://www.iana.org/domains/root/db/saxo.html
.sb,country-code,Solomon Telekom Company Limited,https://www.iana.org/domains/root/db/sb.html
.sbi,generic,STATE BANK OF INDIA,https://www.iana.org/domains/root/db/sbi.html
.sbs,generic,SPECIAL BROADCASTING SERVICE CORPORATION,https://www.iana.org/domains/root/db/sbs.html
.sc,country-code,VCS Pty Ltd,https://www.iana.org/domains/root/db/sc.html
.sca,generic,SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ),https://www.iana.org/domains/root/db/sca.html
.scb,generic,"The Siam Commercial Bank Public Company Limited (""SCB"")",https://www.iana.org/domains/root/db/scb.html
.schaeffler,generic,Schaeffler Technologies AG & Co. KG,https://www.iana.org/domains/root/db/schaeffler.html
.schmidt,generic,SALM S.A.S.,https://www.iana.org/domains/root/db/schmidt.html
.scholarships,generic,"Scholarships.com, LLC",https://www.iana.org/domains/root/db/scholarships.html
.school,generic,"Little Galley, LLC",https://www.iana.org/domains/root/db/school.html
.schule,generic,"Outer Moon, LLC",https://www.iana.org/domains/root/db/schule.html
.schwarz,generic,Schwarz Domains und Services GmbH & Co. KG,https://www.iana.org/domains/root/db/schwarz.html
.science,generic,dot Science Limited,https://www.iana.org/domains/root/db/science.html
.scjohnson,generic,"Johnson Shareholdings, Inc.",https://www.iana.org/domains/root/db/scjohnson.html
.scor,generic,SCOR SE,https://www.iana.org/domains/root/db/scor.html
.scot,generic,Dot Scot Registry Limited,https://www.iana.org/domains/root/db/scot.html
.sd,country-code,Sudan Internet Society,https://www.iana.org/domains/root/db/sd.html
.se,country-code,The Internet Infrastructure Foundation,https://www.iana.org/domains/root/db/se.html
.seat,generic,"SEAT, S.A. (Sociedad Unipersonal)",https://www.iana.org/domains/root/db/seat.html
.secure,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/secure.html
.security,generic,XYZ.COM LLC,https://www.iana.org/domains/root/db/security.html
.seek,generic,Seek Limited,https://www.iana.org/domains/root/db/seek.html
.select,generic,iSelect Ltd,https://www.iana.org/domains/root/db/select.html
.sener,generic,"Sener Ingeniería y Sistemas, S.A.",https://www.iana.org/domains/root/db/sener.html
.services,generic,"Fox Castle, LLC",https://www.iana.org/domains/root/db/services.html
.ses,generic,SES,https://www.iana.org/domains/root/db/ses.html
.seven,generic,Seven West Media Ltd,https://www.iana.org/domains/root/db/seven.html
.sew,generic,SEW-EURODRIVE GmbH & Co KG,https://www.iana.org/domains/root/db/sew.html
.sex,generic,ICM Registry SX LLC,https://www.iana.org/domains/root/db/sex.html
.sexy,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/sexy.html
.sfr,generic,Societe Francaise du Radiotelephone - SFR,https://www.iana.org/domains/root/db/sfr.html
.sg,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,https://www.iana.org/domains/root/db/sg.html
.sh,country-code,Government of St. Helena,https://www.iana.org/domains/root/db/sh.html
.shangrila,generic,Shangri‐La International Hotel Management Limited,https://www.iana.org/domains/root/db/shangrila.html
.sharp,generic,Sharp Corporation,https://www.iana.org/domains/root/db/sharp.html
.shaw,generic,Shaw Cablesystems G.P.,https://www.iana.org/domains/root/db/shaw.html
.shell,generic,Shell Information Technology International Inc,https://www.iana.org/domains/root/db/shell.html
.shia,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,https://www.iana.org/domains/root/db/shia.html
.shiksha,generic,Afilias Limited,https://www.iana.org/domains/root/db/shiksha.html
.shoes,generic,"Binky Galley, LLC",https://www.iana.org/domains/root/db/shoes.html
.shop,generic,"GMO Registry, Inc.",https://www.iana.org/domains/root/db/shop.html
.shopping,generic,"Over Keep, LLC",https://www.iana.org/domains/root/db/shopping.html
.shouji,generic,QIHOO 360 TECHNOLOGY CO. LTD.,https://www.iana.org/domains/root/db/shouji.html
.show,generic,"Snow Beach, LLC",https://www.iana.org/domains/root/db/show.html
.showtime,generic,CBS Domains Inc.,https://www.iana.org/domains/root/db/showtime.html
.shriram,generic,Shriram Capital Ltd.,https://www.iana.org/domains/root/db/shriram.html
.si,country-code,Academic and Research Network of Slovenia (ARNES),https://www.iana.org/domains/root/db/si.html
.silk,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/silk.html
.sina,generic,Sina Corporation,https://www.iana.org/domains/root/db/sina.html
.singles,generic,"Fern Madison, LLC",https://www.iana.org/domains/root/db/singles.html
.site,generic,DotSite Inc.,https://www.iana.org/domains/root/db/site.html
.sj,country-code,UNINETT Norid A/S,https://www.iana.org/domains/root/db/sj.html
.sk,country-code,"SK-NIC, a.s.",https://www.iana.org/domains/root/db/sk.html
.ski,generic,STARTING DOT LIMITED,https://www.iana.org/domains/root/db/ski.html
.skin,generic,L'Oréal,https://www.iana.org/domains/root/db/skin.html
.sky,generic,Sky International AG,https://www.iana.org/domains/root/db/sky.html
.skype,generic,Microsoft Corporation,https://www.iana.org/domains/root/db/skype.html
.sl,country-code,Sierratel,https://www.iana.org/domains/root/db/sl.html
.sling,generic,Hughes Satellite Systems Corporation,https://www.iana.org/domains/root/db/sling.html
.sm,country-code,Telecom Italia San Marino S.p.A.,https://www.iana.org/domains/root/db/sm.html
.smart,generic,"Smart Communications, Inc. (SMART)",https://www.iana.org/domains/root/db/smart.html
.smile,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/smile.html
.sn,country-code,"Universite Cheikh Anta Diop
NIC Senegal",https://www.iana.org/domains/root/db/sn.html
.sncf,generic,SNCF (Société Nationale des Chemins de fer Francais),https://www.iana.org/domains/root/db/sncf.html
.so,country-code,Ministry of Post and Telecommunications,https://www.iana.org/domains/root/db/so.html
.soccer,generic,"Foggy Shadow, LLC",https://www.iana.org/domains/root/db/soccer.html
.social,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/social.html
.softbank,generic,SoftBank Group Corp.,https://www.iana.org/domains/root/db/softbank.html
.software,generic,"United TLD Holdco, Ltd",https://www.iana.org/domains/root/db/software.html
.sohu,generic,Sohu.com Limited,https://www.iana.org/domains/root/db/sohu.html
.solar,generic,"Ruby Town, LLC",https://www.iana.org/domains/root/db/solar.html
.solutions,generic,"Silver Cover, LLC",https://www.iana.org/domains/root/db/solutions.html
.song,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/song.html
.sony,generic,Sony Corporation,https://www.iana.org/domains/root/db/sony.html
.soy,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/soy.html
.space,generic,DotSpace Inc.,https://www.iana.org/domains/root/db/space.html
.spiegel,generic,SPIEGEL-Verlag Rudolf Augstein GmbH & Co. KG,https://www.iana.org/domains/root/db/spiegel.html
.spot,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/spot.html
.spreadbetting,generic,DOTSPREADBETTING REGISTRY LTD,https://www.iana.org/domains/root/db/spreadbetting.html
.sr,country-code,Telesur,https://www.iana.org/domains/root/db/sr.html
.srl,generic,InterNetX Corp.,https://www.iana.org/domains/root/db/srl.html
.srt,generic,FCA US LLC.,https://www.iana.org/domains/root/db/srt.html
.ss,country-code,Not assigned,https://www.iana.org/domains/root/db/ss.html
.st,country-code,Tecnisys,https://www.iana.org/domains/root/db/st.html
.stada,generic,STADA Arzneimittel AG,https://www.iana.org/domains/root/db/stada.html
.staples,generic,"Staples, Inc.",https://www.iana.org/domains/root/db/staples.html
.star,generic,Star India Private Limited,https://www.iana.org/domains/root/db/star.html
.starhub,generic,StarHub Limited,https://www.iana.org/domains/root/db/starhub.html
.statebank,generic,STATE BANK OF INDIA,https://www.iana.org/domains/root/db/statebank.html
.statefarm,generic,State Farm Mutual Automobile Insurance Company,https://www.iana.org/domains/root/db/statefarm.html
.statoil,generic,Statoil ASA,https://www.iana.org/domains/root/db/statoil.html
.stc,generic,Saudi Telecom Company,https://www.iana.org/domains/root/db/stc.html
.stcgroup,generic,Saudi Telecom Company,https://www.iana.org/domains/root/db/stcgroup.html
.stockholm,generic,Stockholms kommun,https://www.iana.org/domains/root/db/stockholm.html
.storage,generic,Self Storage Company LLC,https://www.iana.org/domains/root/db/storage.html
.store,generic,DotStore Inc.,https://www.iana.org/domains/root/db/store.html
.stream,generic,dot Stream Limited,https://www.iana.org/domains/root/db/stream.html
.studio,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/studio.html
.study,generic,OPEN UNIVERSITIES AUSTRALIA PTY LTD,https://www.iana.org/domains/root/db/study.html
.style,generic,"Binky Moon, LLC",https://www.iana.org/domains/root/db/style.html
.su,country-code,"Russian Institute for Development of Public Networks
(ROSNIIROS)",https://www.iana.org/domains/root/db/su.html
.sucks,generic,Vox Populi Registry Ltd.,https://www.iana.org/domains/root/db/sucks.html
.supplies,generic,"Atomic Fields, LLC",https://www.iana.org/domains/root/db/supplies.html
.supply,generic,"Half Falls, LLC",https://www.iana.org/domains/root/db/supply.html
.support,generic,"Grand Orchard, LLC",https://www.iana.org/domains/root/db/support.html
.surf,generic,Top Level Domain Holdings Limited,https://www.iana.org/domains/root/db/surf.html
.surgery,generic,"Tin Avenue, LLC",https://www.iana.org/domains/root/db/surgery.html
.suzuki,generic,SUZUKI MOTOR CORPORATION,https://www.iana.org/domains/root/db/suzuki.html
.sv,country-code,SVNet,https://www.iana.org/domains/root/db/sv.html
.swatch,generic,The Swatch Group Ltd,https://www.iana.org/domains/root/db/swatch.html
.swiftcover,generic,Swiftcover Insurance Services Limited,https://www.iana.org/domains/root/db/swiftcover.html
.swiss,generic,Swiss Confederation,https://www.iana.org/domains/root/db/swiss.html
.sx,country-code,SX Registry SA B.V.,https://www.iana.org/domains/root/db/sx.html
.sy,country-code,National Agency for Network Services (NANS),https://www.iana.org/domains/root/db/sy.html
.sydney,generic,"State of New South Wales, Department of Premier and Cabinet",https://www.iana.org/domains/root/db/sydney.html
.symantec,generic,Symantec Corporation,https://www.iana.org/domains/root/db/symantec.html
.systems,generic,"Dash Cypress, LLC",https://www.iana.org/domains/root/db/systems.html
.sz,country-code,"University of Swaziland
Department of Computer Science",https://www.iana.org/domains/root/db/sz.html
.tab,generic,Tabcorp Holdings Limited,https://www.iana.org/domains/root/db/tab.html
.taipei,generic,Taipei City Government,https://www.iana.org/domains/root/db/taipei.html
.talk,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/talk.html
.taobao,generic,Alibaba Group Holding Limited,https://www.iana.org/domains/root/db/taobao.html
.target,generic,"Target Domain Holdings, LLC",https://www.iana.org/domains/root/db/target.html
.tatamotors,generic,Tata Motors Ltd,https://www.iana.org/domains/root/db/tatamotors.html
.tatar,generic,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""",https://www.iana.org/domains/root/db/tatar.html
.tattoo,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/tattoo.html
.tax,generic,"Storm Orchard, LLC",https://www.iana.org/domains/root/db/tax.html
.taxi,generic,"Pine Falls, LLC",https://www.iana.org/domains/root/db/taxi.html
.tc,country-code,Melrex TC,https://www.iana.org/domains/root/db/tc.html
.tci,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,https://www.iana.org/domains/root/db/tci.html
.td,country-code,Société des télécommunications du Tchad (SOTEL TCHAD),https://www.iana.org/domains/root/db/td.html
.tdk,generic,TDK Corporation,https://www.iana.org/domains/root/db/tdk.html
.team,generic,"Atomic Lake, LLC",https://www.iana.org/domains/root/db/team.html
.tech,generic,Dot Tech LLC,https://www.iana.org/domains/root/db/tech.html
.technology,generic,"Auburn Falls, LLC",https://www.iana.org/domains/root/db/technology.html
.tel,sponsored,Telnic Ltd.,https://www.iana.org/domains/root/db/tel.html
.telecity,generic,TelecityGroup International Limited,https://www.iana.org/domains/root/db/telecity.html
.telefonica,generic,Telefónica S.A.,https://www.iana.org/domains/root/db/telefonica.html
.temasek,generic,Temasek Holdings (Private) Limited,https://www.iana.org/domains/root/db/temasek.html
.tennis,generic,"Cotton Bloom, LLC",https://www.iana.org/domains/root/db/tennis.html
.teva,generic,Teva Pharmaceutical Industries Limited,https://www.iana.org/domains/root/db/teva.html
.tf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://www.iana.org/domains/root/db/tf.html
.tg,country-code,Autorite de Reglementation des secteurs de Postes et de Telecommunications (ART&P),https://www.iana.org/domains/root/db/tg.html
.th,country-code,Thai Network Information Center Foundation,https://www.iana.org/domains/root/db/th.html
.thd,generic,"Homer TLC, Inc.",https://www.iana.org/domains/root/db/thd.html
.theater,generic,"Blue Tigers, LLC",https://www.iana.org/domains/root/db/theater.html
.theatre,generic,XYZ.COM LLC,https://www.iana.org/domains/root/db/theatre.html
.tiaa,generic,Teachers Insurance and Annuity Association of America,https://www.iana.org/domains/root/db/tiaa.html
.tickets,generic,Accent Media Limited,https://www.iana.org/domains/root/db/tickets.html
.tienda,generic,"Victor Manor, LLC",https://www.iana.org/domains/root/db/tienda.html
.tiffany,generic,Tiffany and Company,https://www.iana.org/domains/root/db/tiffany.html
.tips,generic,"Corn Willow, LLC",https://www.iana.org/domains/root/db/tips.html
.tires,generic,"Dog Edge, LLC",https://www.iana.org/domains/root/db/tires.html
.tirol,generic,punkt Tirol GmbH,https://www.iana.org/domains/root/db/tirol.html
.tj,country-code,Information Technology Center,https://www.iana.org/domains/root/db/tj.html
.tjmaxx,generic,"The TJX Companies, Inc.",https://www.iana.org/domains/root/db/tjmaxx.html
.tjx,generic,"The TJX Companies, Inc.",https://www.iana.org/domains/root/db/tjx.html
.tk,country-code,Telecommunication Tokelau Corporation (Teletok),https://www.iana.org/domains/root/db/tk.html
.tkmaxx,generic,"The TJX Companies, Inc.",https://www.iana.org/domains/root/db/tkmaxx.html
.tl,country-code,Ministry of Transport and  Communications; National Division of  Information and Technology,https://www.iana.org/domains/root/db/tl.html
.tm,country-code,TM Domain Registry Ltd,https://www.iana.org/domains/root/db/tm.html
.tmall,generic,Alibaba Group Holding Limited,https://www.iana.org/domains/root/db/tmall.html
.tn,country-code,Agence Tunisienne d'Internet,https://www.iana.org/domains/root/db/tn.html
.to,country-code,"Government of the Kingdom of Tonga
H.R.H. Crown Prince Tupouto'a
c/o Consulate of Tonga",https://www.iana.org/domains/root/db/to.html
.today,generic,"Pearl Woods, LLC",https://www.iana.org/domains/root/db/today.html
.tokyo,generic,"GMO Registry, Inc.",https://www.iana.org/domains/root/db/tokyo.html
.tools,generic,"Pioneer North, LLC",https://www.iana.org/domains/root/db/tools.html
.top,generic,"Jiangsu Bangning Science & Technology Co.,Ltd.",https://www.iana.org/domains/root/db/top.html
.toray,generic,"Toray Industries, Inc.",https://www.iana.org/domains/root/db/toray.html
.toshiba,generic,TOSHIBA Corporation,https://www.iana.org/domains/root/db/toshiba.html
.total,generic,Total SA,https://www.iana.org/domains/root/db/total.html
.tours,generic,"Sugar Station, LLC",https://www.iana.org/domains/root/db/tours.html
.town,generic,"Koko Moon, LLC",https://www.iana.org/domains/root/db/town.html
.toyota,generic,TOYOTA MOTOR CORPORATION,https://www.iana.org/domains/root/db/toyota.html
.toys,generic,"Pioneer Orchard, LLC",https://www.iana.org/domains/root/db/toys.html
.tp,country-code,Retired,https://www.iana.org/domains/root/db/tp.html
.tr,country-code,"Middle East Technical University
Department of Computer Engineering",https://www.iana.org/domains/root/db/tr.html
.trade,generic,Elite Registry Limited,https://www.iana.org/domains/root/db/trade.html
.trading,generic,DOTTRADING REGISTRY LTD,https://www.iana.org/domains/root/db/trading.html
.training,generic,"Wild Willow, LLC",https://www.iana.org/domains/root/db/training.html
.travel,sponsored,"Tralliance Registry Management Company, LLC.",https://www.iana.org/domains/root/db/travel.html
.travelchannel,generic,"Lifestyle Domain Holdings, Inc.",https://www.iana.org/domains/root/db/travelchannel.html
.travelers,generic,"Travelers TLD, LLC",https://www.iana.org/domains/root/db/travelers.html
.travelersinsurance,generic,"Travelers TLD, LLC",https://www.iana.org/domains/root/db/travelersinsurance.html
.trust,generic,Artemis Internet Inc,https://www.iana.org/domains/root/db/trust.html
.trv,generic,"Travelers TLD, LLC",https://www.iana.org/domains/root/db/trv.html
.tt,country-code,"University of the West Indies
Faculty of Engineering",https://www.iana.org/domains/root/db/tt.html
.tube,generic,Latin American Telecom LLC,https://www.iana.org/domains/root/db/tube.html
.tui,generic,TUI AG,https://www.iana.org/domains/root/db/tui.html
.tunes,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/tunes.html
.tushu,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/tushu.html
.tv,country-code,Ministry of Finance and Tourism,https://www.iana.org/domains/root/db/tv.html
.tvs,generic,T V SUNDRAM IYENGAR  & SONS PRIVATE LIMITED,https://www.iana.org/domains/root/db/tvs.html
.tw,country-code,Taiwan Network Information Center (TWNIC),https://www.iana.org/domains/root/db/tw.html
.tz,country-code,Tanzania Network Information Centre (tzNIC),https://www.iana.org/domains/root/db/tz.html
.ua,country-code,Hostmaster Ltd.,https://www.iana.org/domains/root/db/ua.html
.ubank,generic,National Australia Bank Limited,https://www.iana.org/domains/root/db/ubank.html
.ubs,generic,UBS AG,https://www.iana.org/domains/root/db/ubs.html
.uconnect,generic,FCA US LLC.,https://www.iana.org/domains/root/db/uconnect.html
.ug,country-code,Uganda Online Ltd.,https://www.iana.org/domains/root/db/ug.html
.uk,country-code,Nominet UK,https://www.iana.org/domains/root/db/uk.html
.um,country-code,Not assigned,https://www.iana.org/domains/root/db/um.html
.unicom,generic,China United Network Communications Corporation Limited,https://www.iana.org/domains/root/db/unicom.html
.university,generic,"Little Station, LLC",https://www.iana.org/domains/root/db/university.html
.uno,generic,Dot Latin LLC,https://www.iana.org/domains/root/db/uno.html
.uol,generic,UBN INTERNET LTDA.,https://www.iana.org/domains/root/db/uol.html
.ups,generic,"UPS Market Driver, Inc.",https://www.iana.org/domains/root/db/ups.html
.us,country-code,"NeuStar, Inc.",https://www.iana.org/domains/root/db/us.html
.uy,country-code,SeCIU - Universidad de la Republica,https://www.iana.org/domains/root/db/uy.html
.uz,country-code,"Computerization and Information Technologies Developing Center
UZINFOCOM",https://www.iana.org/domains/root/db/uz.html
.va,country-code,Holy See Secretariat of State Department of Telecommunications,https://www.iana.org/domains/root/db/va.html
.vacations,generic,"Atomic Tigers, LLC",https://www.iana.org/domains/root/db/vacations.html
.vana,generic,"Lifestyle Domain Holdings, Inc.",https://www.iana.org/domains/root/db/vana.html
.vc,country-code,"Ministry of Telecommunications, Science, Technology and Industry",https://www.iana.org/domains/root/db/vc.html
.ve,country-code,Comisión Nacional de Telecomunicaciones (CONATEL),https://www.iana.org/domains/root/db/ve.html
.vegas,generic,"Dot Vegas, Inc.",https://www.iana.org/domains/root/db/vegas.html
.ventures,generic,"Binky Lake, LLC",https://www.iana.org/domains/root/db/ventures.html
.verisign,generic,"VeriSign, Inc.",https://www.iana.org/domains/root/db/verisign.html
.versicherung,generic,dotversicherung-registry GmbH,https://www.iana.org/domains/root/db/versicherung.html
.vet,generic,"United TLD Holdco, Ltd",https://www.iana.org/domains/root/db/vet.html
.vg,country-code,Telecommunications Regulatory Commission of the Virgin Islands,https://www.iana.org/domains/root/db/vg.html
.vi,country-code,"Virgin Islands Public Telcommunications System
c/o COBEX Internet Services",https://www.iana.org/domains/root/db/vi.html
.viajes,generic,"Black Madison, LLC",https://www.iana.org/domains/root/db/viajes.html
.video,generic,"United TLD Holdco, Ltd",https://www.iana.org/domains/root/db/video.html
.vig,generic,VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe,https://www.iana.org/domains/root/db/vig.html
.viking,generic,Viking River Cruises (Bermuda) Ltd.,https://www.iana.org/domains/root/db/viking.html
.villas,generic,"New Sky, LLC",https://www.iana.org/domains/root/db/villas.html
